sample_id	chrom	loc_start	loc_end	seg	num_mark	nhet	cnlr_median	mafR	segclust	cnlr_median_clust	mafR_clust	cf	tcn	lcn	cf_em	tcn_em	lcn_em	patient
G9	chr1	205914150	214602987	17	34042	4625	0.0013568603720307	-0.010491206624429	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr1	214603303	221620850	18	27874	3319	-0.0703068578676858	0.000500695292465	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr1	221621132	223103543	19	5863	762	-0.0235425091100145	-0.0022595062968579	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr1	223103700	236784298	20	53501	7345	0.0398034301240701	-0.0138531594986275	18	0.0418836911013194	-0.0120217843593322	1.0	2	1.0	1.0	2	1.0	G001
G9	chr1	236784450	243787164	21	27764	4163	-0.0337791485172325	-0.004800712026705	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr1	243787250	247515032	22	14699	2235	0.0393684370575106	-6.742523539107161e-05	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr1	247515300	248945560	23	5313	506	-0.0750908600768462	0.0213688274084482	13	-0.0517201023531863	0.0261948482634462	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	10682	7666500	24	30203	5350	-0.0269708501302683	-0.0030853467185814	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	7666722	12703233	25	19919	3414	0.0414339878874744	-0.0076177525792016	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	12703540	23837000	26	44213	7498	-0.0417495488572803	-0.0107584299805242	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	23837271	29184475	27	21106	2778	0.0681250731241782	-0.0109760205403405	21	0.0825583836795452	-0.0074713436405974	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	29184870	34053600	28	19300	2560	0.0058426733390897	-0.0069920271018667	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	34054016	36035395	29	7827	1719	-0.108743238595212	-0.008588628937435	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	36035550	38481700	30	9705	1710	0.0082162752652584	-0.0187139544156174	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	38481937	38482642	31	4	3	-2.12715750827593	20.8228177660659	1	-2.12715750827593		0.326773620420709	0	0.0	0.326773620420709	0	0.0	G001
G9	chr2	38482877	39215750	32	2901	74	0.0370902146364334	-0.0073138921936168	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	39216153	41854350	33	10497	2066	-0.0587655606434159	-0.0059147165244203	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	41854600	48435400	34	26018	4249	0.0488233697262166	-0.0016906164081397	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	48435641	53509754	35	20112	3433	-0.1114086041813069	-0.00586443036117	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	53510008	55776550	36	9004	1161	0.0016537254875808	-0.006309163465179	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	55776850	58725242	37	11733	2297	-0.0961814666292013	-0.0164936186931552	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	58725400	75536171	38	66514	9948	0.0101482491737716	-0.0064961710047153	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	75536450	84512400	39	35675	5761	-0.0924849965180325	-0.0070079070738539	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	84512700	92261700	40	21965	2743	0.007348753123726	0.0317357498355086	15	0.0007522391139418	0.0081270525323709	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	92261950	94150100	41	1848	0	-0.449167107762442	0.0	8	-0.424404962509596		0.326773620420709	0	0.0	0.263031297993214	0	0.0	G001
G9	chr2	94150400	102694900	42	31302	4414	0.0199422345149148	-0.0042071033613531	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	102695400	104311100	43	6438	561	-0.097259442229931	-0.0110705177315612	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	104311550	113964538	44	34764	6354	0.0181029371111972	-0.0083005589988459	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	113964700	117842237	45	15394	2235	-0.0860135838470724	-0.0087756146057988	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	117842494	122356747	46	17889	2308	0.0287431573007092	-0.0059049861790811	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	122357036	126388150	47	15924	2759	-0.0606704996672357	-0.008447483090727	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	126388600	136344750	48	38437	6265	0.0119372488897316	-0.0058955413250583	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	136345174	157351650	49	83472	11125	-0.0745257460803428	-0.009541987920377	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	157351841	160998274	50	14461	2355	0.0021579678033183	-0.0089518012810638	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	160998481	167678526	51	26587	3593	-0.095164872599071	-0.0100840071074416	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	167678950	177737679	52	39834	6425	0.0055242973468256	-0.0045715247306358	15	0.0007522391139418	0.0081270525323709	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	177737869	189602500	53	47207	6900	-0.0905601152975622	-0.0005230120346815	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	189602868	192119340	54	10020	1279	-0.0167015792923159	0.0018519704238062	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	192119450	195366264	55	12878	2088	-0.135022675760454	0.0122498710883343	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	195366400	195681500	56	1251	261	0.0418701633611442	-0.0026498232283598	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	195681800	208323150	57	50187	4179	-0.0040250342657967	-0.0058019018567119	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	208323500	215152451	58	27164	4138	-0.0904888613152282	-0.0099590538653946	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	215152614	218184491	59	12048	2536	0.008545504151181	-0.001007460391907	15	0.0007522391139418	0.0081270525323709	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	218184850	219626868	60	5644	878	0.107310910180753	-0.0073273401547524	24	0.132208675018399	-0.0059754117972338	0.0990322408095279	3	1.0	0.181325859862866	3	1.0	G001
G9	chr2	219627008	229899150	61	40801	7259	-0.0333632308510863	-0.0085455643822837	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr2	229899475	242182200	62	47974	9322	0.0705688331295698	-0.0096252535300631	21	0.0825583836795452	-0.0074713436405974	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	10500	9015700	63	35749	7749	-0.0621001022228149	-0.001810443809978	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	9015958	9552097	64	2131	349	0.0639238596824349	-0.0242950650120689	21	0.0825583836795452	-0.0074713436405974	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	9552400	9554800	65	10	2	-1.2042459974893402	0.7818044852910658	4	-1.21837425105251		0.326773620420709	0	0.0	0.326773620420709	0	0.0	G001
G9	chr3	9554865	15588339	66	23867	3500	0.0662744705671295	-0.0023397478136689	21	0.0825583836795452	-0.0074713436405974	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	15588546	17123683	67	6090	1096	-0.0216065721744311	-0.0138910141670746	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	17124001	30268156	68	52246	7442	-0.0597808441875538	-0.0069684569057874	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	30268411	33837094	69	14159	1494	0.0103240001619511	-0.0152186027342473	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	33837424	36731737	70	11507	2051	-0.0764778691511388	-0.0118000727256567	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	36732040	44367502	71	30321	5242	0.0075104719578298	-0.0133075056827772	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	44367675	53802910	72	37168	4795	0.0726972835650684	-0.0034683391853248	21	0.0825583836795452	-0.0074713436405974	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	53803308	73918250	73	79834	14538	-0.0025895768789374	-0.0076997252151892	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	73918400	75778402	74	7352	2118	-0.0700512027014072	0.005969640498734	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	75778450	98197358	75	79626	10315	-0.124954996657253	-0.00337658080432	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	98197771	107322461	76	36246	6611	-0.0722270187714106	-0.003300520273112	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	107322731	121566934	77	56631	8779	-0.0512105823772422	-0.0021834649525877	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	121567332	143312367	78	85914	12345	0.015923802008592	-0.0058552837913903	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	143312592	144331400	79	4062	646	-0.053384856707749	0.0068626423342107	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	144331600	148835600	80	17929	2325	-0.115247748982744	-0.0059721268747762	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	148836000	161474251	81	50239	7549	-0.029981900194407	-0.0142503095984841	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	161474500	167822848	82	25186	5078	-0.1396825875601119	-0.0100994491586487	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	167823144	172661813	83	19247	2716	0.0020791431366315	-0.0096361445386137	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	172662150	177048008	84	17456	3637	-0.0937306654655919	-0.0054315121763372	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	177048250	177908065	85	3392	662	0.0794353330783287	-0.0030109839698771	21	0.0825583836795452	-0.0074713436405974	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	177908205	181513900	86	14334	1398	-0.06928834974933	-0.0066397860293154	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	181514055	189088450	87	29942	3815	0.0266002666044495	-0.0066653141948946	18	0.0418836911013194	-0.0120217843593322	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	189088643	193719550	88	18377	3940	-0.0603791736701777	-0.0003636746614692	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr3	193719863	198229950	89	17413	3590	0.0584710449360706	-0.001426876682328	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	11783	489600	90	1819	93	0.0383484185264189	0.0271667794933429	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	489850	3796353	91	12711	1909	0.128300734935215	0.0055438399189351	24	0.132208675018399	-0.0059754117972338	0.0990322408095279	3	1.0	0.181325859862866	3	1.0	G001
G9	chr4	3796600	11568750	92	29526	6330	0.0468785905000965	-0.0007562161222908	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	11568850	27421384	93	62892	11314	-0.0370076727263918	-0.0097916607587645	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	27421700	37468746	94	39933	6535	-0.1203304259658959	-0.0066222920517541	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	37468917	37600150	95	521	70	-0.0371935079269592	0.0009443148416102	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	37600400	41844450	96	16815	2251	0.0563129215573964	-0.0158136770240219	18	0.0418836911013194	-0.0120217843593322	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	41844700	42777000	97	3712	952	-0.0346436198808331	-0.0027288150888846	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	42777362	47280000	98	17886	2598	-0.1152016425161619	-0.0033437384661517	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	47280250	57863600	99	33323	5639	-0.0157104787316782	0.024174573241209	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	57863761	69700025	100	46567	6240	-0.132339610081471	-0.0106921742003726	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	69700100	89880449	101	80039	10751	-0.0318947715868417	-0.0048729852923381	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	89880647	93772800	102	15455	1812	-0.1193890560320569	-0.0047946956247919	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	93773150	124312400	103	121396	18085	-0.0651429137260415	-0.0069982606228505	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	124312650	127797200	104	13882	2280	-0.116774653392188	-0.0046974729618511	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	127797470	129468450	105	6625	568	-0.0100432058630548	0.0168444810587563	15	0.0007522391139418	0.0081270525323709	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	129468650	137680556	106	32598	6406	-0.134805299987939	-0.0069402836997284	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	137680700	154274200	107	65892	8889	-0.0268512471572178	-0.0082140703353459	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	154274400	168333078	108	55847	9830	-0.0947294340300423	-0.0109788328919669	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	168333393	170008003	109	6650	862	0.0152293902465159	0.0083457869856947	15	0.0007522391139418	0.0081270525323709	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	170008206	181441750	110	45450	6922	-0.0961869987789199	-0.0109899553423892	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	181441991	182729700	111	5118	406	-0.0279771125119154	-0.007820381233334	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	182730041	186959324	112	16704	2932	0.0343238013425314	-0.0032032934195257	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	186959600	186973340	113	15	6	-1.17802859548291	-0.0731570745427532	5	-1.17802859548291		0.326773620420709	0	0.0	0.326773620420709	0	0.0	G001
G9	chr4	186973590	188973729	114	7900	1424	-0.0293298397180014	-0.0130384484073386	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	188974149	188975227	115	5	4	-1.21837425105251	0.505308197565073	4	-1.21837425105251		0.326773620420709	0	0.0	0.326773620420709	0	0.0	G001
G9	chr4	188975350	190120272	116	4230	913	-0.0394619490194743	0.0251404173475735	13	-0.0517201023531863	0.0261948482634462	1.0	2	1.0	1.0	2	1.0	G001
G9	chr4	190120707	190122342	117	6	5	-1.74803579471612	0.1321196132077479	2	-1.73291053779769		0.326773620420709	0	0.0	0.326773620420709	0	0.0	G001
G9	chr5	10500	275091	118	999	153	0.0290944207224186	0.03417803842208	19	0.0418836911013194	0.0644301347606581	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	275471	1913911	119	6111	1514	0.1506900753786539	0.0096669532270265	24	0.132208675018399	-0.0059754117972338	0.0990322408095279	3	1.0	0.181325859862866	3	1.0	G001
G9	chr5	1914250	10976850	120	35907	8647	-0.0165865664439698	-0.0066131829689282	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	10977210	13426108	121	9709	1771	-0.0828125212700834	-0.0074528990368767	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	13426437	18138327	122	18368	2906	-0.0144489420933625	-0.0058939024293305	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	18138600	31516950	123	53185	8490	-0.1267543127959089	-0.0051743064174138	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	31517200	43560300	124	47740	8199	-0.0241175004101126	-0.0075409763039309	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	43560550	52703050	125	23016	1516	-0.0923983307071167	-0.002847051226418	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	52703419	63019600	126	40978	6645	-0.0140391444998801	-0.007947527867229	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	63019750	65640096	127	10403	1715	-0.0884723979664376	0.0113717615226097	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	65640400	83363500	128	64498	9335	-0.001455160792546	-0.0020786588265384	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	83363694	93933771	129	42049	3641	-0.0991657928541761	-0.0077574214640435	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	93934050	99091558	130	20534	2111	-0.0400738837320622	-0.0030587755905988	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	99091861	108324050	131	36589	6646	-0.1139127281662619	-0.0110314887336978	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	108324366	129330839	132	83512	15111	-0.0492869707309985	-0.0018732382563595	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	129331200	130829450	133	5975	949	-0.0695416124810779	-0.0101519067239366	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	130829650	143316476	134	49383	5604	0.0407040209908751	-0.0143760195518559	18	0.0418836911013194	-0.0120217843593322	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	143316800	161248160	135	71060	10521	-0.0087701381608323	-0.0072147470494546	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	161248377	167668860	136	25549	2832	-0.0687184794757463	-0.0091558687389564	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	167669200	171235300	137	14162	2576	0.0021142290310071	-0.0102883340048836	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr5	171235749	181477500	138	38713	6956	0.078663241181048	-0.004946517278156	21	0.0825583836795452	-0.0074713436405974	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	63850	30495428	139	119760	21007	0.0092272648481473	-0.0052621602643465	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	30495850	30723100	140	893	120	0.0819496570799959	-0.0088830141834141	21	0.0825583836795452	-0.0074713436405974	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	30723350	30725230	141	9	1	-1.0657465411071	8.29216686692624	6	-1.0657465411071		0.326773620420709	0	0.0	0.326773620420709	0	0.0	G001
G9	chr6	30725617	44296100	142	52807	8719	0.0689638472538743	-0.0053647329863048	21	0.0825583836795452	-0.0074713436405974	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	44296444	47583450	143	13062	1988	-0.0035888167526475	0.0002266247833877	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	47583900	50876904	144	13086	1123	-0.101317988650862	-0.0212546804890703	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	50877150	58155347	145	28907	4546	-0.048371903572372	0.001354781683498	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	58155706	69726378	146	39286	7020	-0.126268458382814	-0.007519473160203	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	69726700	90475192	147	82282	11070	-0.053155967462046	-0.0086991527263413	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	90475400	105474100	148	59378	9101	-0.109726268076452	-0.0026523598884396	10	-0.107427982631479	-0.0066857254649034	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	105474300	111971236	149	25766	3350	0.0336016419134162	-0.0075539325460165	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	111971548	134119950	150	87976	12413	-0.0721094964274943	-0.0038639133550653	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	134120399	140016469	151	23442	3667	0.0197530736980789	-0.0049954550677602	15	0.0007522391139418	0.0081270525323709	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	140016742	147514257	152	29851	3989	-0.0629491908537341	-0.0056114232183932	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	147514419	152282950	153	18906	2897	0.0229128456924219	-0.0086337492862733	14	0.0007522391139418	-0.0059590278894575	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	152283200	154214600	154	7674	1238	-0.0784524352956756	-0.0022196225644387	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	154214800	161902558	155	30303	3489	0.0233266334820043	-0.0010912131045335	15	0.0007522391139418	0.0081270525323709	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	161902712	166115206	156	16711	2685	-0.0527743543694326	-0.0093001870008735	11	-0.0517201023531863	-0.0055637234567488	1.0	2	1.0	1.0	2	1.0	G001
G9	chr6	166115542	170743408	157	17499	3358	0.0454494585923021	-0.0056049814205377	17	0.0418836911013194	-0.0046644881330775	1.0	2	1.0	1.0	2	1.0	G001
G9	chr7	11200	7457021	158	28235	7214	0.30676804656033	0.0560107619729113	29	0.303713004031186	0.0558397376191055	0.326773620420709	3	1.0	0.326773620420709	3	1.0	G001
G9	chr7	7457423	8139757	159	2698	774	0.211507763732621	0.0914558299271845	26	0.202814161028338	0.0613350380021639	0.326773620420709	3	1.0	0.302660342124209	3	1.0	G001
G9	chr7	8140100	19812750	160	46490	10319	0.114043634732807	0.0560135001899281	25	0.132208675018399	0.059365997972194	0.2264241237777189	3	1.0	0.277869472515203	3	1.0	G001
