init_clonal,total_muts,stage,final_clonal,is_poly,starting_sample,n_APC,mix_frac
1610,4288,Dysplasia,1215,False,F080B,0,0.8
320,4957,Benign,0,True,G9,1,0.8
295,3614,Dysplasia,0,True,F063,0,0.8
1314,8225,Dysplasia,711,False,A002C204,0,0.8
295,3615,Dysplasia,0,True,F063,0,0.8
702,5029,Dysplasia,0,True,F-6,0,0.8
310,4026,Dysplasia,0,True,F092,0,0.8
1288,3472,Dysplasia,1013,False,F073B,0,0.8
319,5791,Dysplasia,4,True,F072B,0,0.8
1496,7405,Mucosa,741,False,G044,0,0.8
655,1987,Dysplasia,396,False,G61B,1,0.8
153,3126,Dysplasia,0,True,A002C103,0,0.8
1610,4395,Dysplasia,1175,False,F080B,0,0.8
153,3127,Dysplasia,0,True,A002C103,0,0.8
626,3034,Dysplasia,211,False,F008,1,0.8
1240,6979,Dysplasia,681,False,F088B,1,0.8
701,5020,Dysplasia,0,True,F-6,0,0.8
1160,3747,Dysplasia,686,False,G024,1,0.8
210,2651,Mucosa,3,True,A002C116,1,0.8
943,5619,Dysplasia,375,False,F074B,0,0.8
240,3371,Dysplasia,2,True,F037,1,0.8
162,7617,Dysplasia,0,True,G062,0,0.8
319,4962,Benign,0,True,G9,1,0.8
295,2372,Benign,0,True,G38,1,0.8
618,3018,Dysplasia,209,False,F008,1,0.8
577,7886,Mucosa,0,True,G025,0,0.8
153,3174,Dysplasia,0,True,A002C103,0,0.8
310,3923,Dysplasia,0,True,F092,0,0.8
304,3611,Mucosa,40,True,G31,0,0.8
125,3108,Dysplasia,1,True,A002C107,0,0.8
267,4657,Dysplasia,0,True,G051,0,0.8
1513,6011,Dysplasia,67,False,G005,0,0.8
153,3132,Dysplasia,0,True,A002C103,0,0.8
206,5703,Mucosa,0,True,F007,0,0.8
107,5484,Dysplasia,0,True,F002,1,0.8
225,1907,Mucosa,2,True,G69,0,0.8
206,5702,Dysplasia,0,True,F007,0,0.8
295,3613,Dysplasia,0,True,F063,0,0.8
943,5618,Mucosa,375,False,F074B,0,0.8
2025,4686,Dysplasia,1973,False,A002C203,0,0.8
226,1925,Benign,0,True,F-31,0,0.8
310,3919,Dysplasia,0,True,F092,0,0.8
304,3610,Benign,40,True,G31,0,0.8
943,5618,Mucosa,375,False,F074B,0,0.8
267,4277,Dysplasia,2,True,F061,0,0.8
225,1906,Mucosa,2,True,G69,0,0.8
397,3386,Dysplasia,7,True,A002C016,0,0.8
427,3220,Dysplasia,16,True,F098,0,0.8
211,2644,Dysplasia,3,True,A002C116,1,0.8
955,3836,Dysplasia,706,False,A002C010,0,0.8
295,3615,Mucosa,0,True,F063,0,0.8
427,3321,Dysplasia,16,True,F098,0,0.8
82,2539,Dysplasia,0,True,A002C207,0,0.8
210,2637,Dysplasia,3,True,A002C116,1,0.8
225,1906,Mucosa,2,True,G69,0,0.8
687,3381,Dysplasia,3,True,A014C001,1,0.8
955,3836,Dysplasia,706,False,A002C010,0,0.8
162,7619,Dysplasia,0,True,G062,0,0.8
1384,3953,Benign,1159,False,G3,0,0.8
427,3216,Dysplasia,16,True,F098,0,0.8
295,3613,Dysplasia,0,True,F063,0,0.8
240,3367,Dysplasia,2,True,F037,1,0.8
1240,6974,Dysplasia,681,False,F088B,1,0.8
320,5005,Benign,0,True,G9,1,0.8
310,3919,Dysplasia,0,True,F092,0,0.8
304,3611,Mucosa,40,True,G31,0,0.8
427,3321,Dysplasia,16,True,F098,0,0.8
241,3409,Dysplasia,2,True,F037,1,0.8
295,3613,Dysplasia,0,True,F063,0,0.8
1384,3845,Mucosa,1176,False,G3,0,0.8
1610,4293,Mucosa,1215,False,F080B,0,0.8
327,3044,Dysplasia,0,True,A001C004,1,0.8
240,3472,Dysplasia,2,True,F037,1,0.8
303,4699,Dysplasia,55,True,A002C019,1,0.8
153,3126,Dysplasia,0,True,A002C103,0,0.8
240,3368,Dysplasia,2,True,F037,1,0.8
79,2558,Dysplasia,0,True,A002C207,0,0.8
210,2641,Mucosa,3,True,A002C116,1,0.8
286,3089,Dysplasia,0,True,F-26,0,0.8
1229,3089,Mucosa,680,False,G6B,0,0.8
1288,3470,Dysplasia,1013,False,F073B,0,0.8
618,3018,Mucosa,209,False,F008,1,0.8
286,3089,Dysplasia,0,True,F-26,0,0.8
1151,3753,Dysplasia,925,False,G061,1,0.8
1610,4338,Dysplasia,1215,False,F080B,0,0.8
163,7618,Dysplasia,0,True,G062,0,0.8
310,3919,Dysplasia,0,True,F092,0,0.8
1175,2722,Dysplasia,1083,False,A002C202,0,0.8
428,3190,Benign,0,True,G63,0,0.8
1126,5030,Dysplasia,675,False,F076B,0,0.8
943,5618,Mucosa,375,False,F074B,0,0.8
107,5483,Dysplasia,0,True,F002,1,0.8
428,3192,Benign,0,True,G63,0,0.8
2000,4967,Mucosa,1512,False,G004,1,0.8
654,1978,Mucosa,396,False,G61B,1,0.8
162,7617,Dysplasia,0,True,G062,0,0.8
428,3190,Benign,0,True,G63,0,0.8
701,5018,Dysplasia,0,True,F-6,0,0.8
1151,3733,Mucosa,925,False,G061,1,0.8
1615,4302,Dysplasia,1219,False,F080B,0,0.8
149,4658,Mucosa,0,True,A001C102,1,0.8
2024,4687,Dysplasia,1972,False,A002C203,0,0.8
428,3190,Benign,0,True,G63,0,0.8
1151,3779,Mucosa,925,False,G061,1,0.8
153,3132,Dysplasia,0,True,A002C103,0,0.8
107,5487,Dysplasia,0,True,F002,1,0.8
1151,3732,Mucosa,925,False,G061,1,0.8
428,3238,Benign,0,True,G63,0,0.8
351,4676,Dysplasia,7,True,G043,1,0.8
1229,3069,Mucosa,680,False,G6B,0,0.8
267,4277,Dysplasia,2,True,F061,0,0.8
149,4671,Benign,0,True,A001C102,1,0.8
267,4634,Dysplasia,0,True,G051,0,0.8
1126,5030,Dysplasia,675,False,F076B,0,0.8
79,2643,Dysplasia,0,True,A002C207,0,0.8
107,5484,Mucosa,0,True,F002,1,0.8
943,5618,Dysplasia,375,False,F074B,0,0.8
351,4676,Dysplasia,7,True,G043,1,0.8
80,2537,Dysplasia,0,True,A002C207,0,0.8
286,3139,Dysplasia,0,True,F-26,0,0.8
1313,8266,Dysplasia,708,False,A002C204,0,0.8
428,3190,Benign,0,True,G63,0,0.8
2000,4964,Mucosa,1512,False,G004,1,0.8
1510,6013,Dysplasia,59,True,G005,0,0.8
310,3920,Dysplasia,0,True,F092,0,0.8
124,3108,Mucosa,1,True,A002C107,0,0.8
954,3839,Dysplasia,706,False,A002C010,0,0.8
1616,4304,Dysplasia,1222,False,F080B,0,0.8
1513,6016,Dysplasia,67,False,G005,0,0.8
79,2584,Dysplasia,0,True,A002C207,0,0.8
1385,3850,Benign,1176,False,G3,0,0.8
687,3381,Dysplasia,3,True,A014C001,1,0.8
1510,6059,Mucosa,59,True,G005,0,0.8
687,3488,Mucosa,3,True,A014C001,1,0.8
267,4657,Dysplasia,0,True,G051,0,0.8
1288,3471,Dysplasia,1013,False,F073B,0,0.8
1151,3732,Mucosa,925,False,G061,1,0.8
149,4657,Benign,0,True,A001C102,1,0.8
153,3132,Dysplasia,0,True,A002C103,0,0.8
240,3370,Dysplasia,2,True,F037,1,0.8
153,3140,Dysplasia,0,True,A002C103,0,0.8
1175,2722,Dysplasia,1083,False,A002C202,0,0.8
153,3127,Dysplasia,0,True,A002C103,0,0.8
154,3126,Dysplasia,0,True,A002C103,0,0.8
427,3215,Dysplasia,16,True,F098,0,0.8
954,3839,Dysplasia,706,False,A002C010,0,0.8
618,3017,Dysplasia,209,False,F008,1,0.8
2024,4708,Mucosa,1972,False,A002C203,0,0.8
1240,7015,Dysplasia,681,False,F088B,1,0.8
427,3220,Dysplasia,16,True,F098,0,0.8
225,1905,Benign,2,True,G69,0,0.8
