init_clonal,total_muts,stage,final_clonal,is_poly,starting_sample,n_APC,mix_frac
5,2362,Dysplasia,0,True,F080B,0,0.15
4,2663,Mucosa,0,True,F076B,0,0.15
8,3359,Mucosa,0,True,G005,0,0.15
11,3278,Dysplasia,0,True,A002C204,0,0.15
20,2423,Benign,1,True,A001C102,1,0.15
1,1523,Dysplasia,0,True,F007,0,0.15
5,230,Mucosa,0,True,G31,0,0.15
8,1011,Mucosa,0,True,G3,0,0.15
3,438,Mucosa,0,True,A002C207,0,0.15
11,2213,Dysplasia,0,True,F007,0,0.15
20,2648,Dysplasia,0,True,G025,0,0.15
5,1768,Mucosa,0,True,F002,1,0.15
84,2229,Dysplasia,0,True,A002C103,0,0.15
4,1261,Mucosa,0,True,A002C103,0,0.15
1,166,Mucosa,0,True,F-57,0,0.15
8,927,Dysplasia,0,True,F063,0,0.15
9,155,Mucosa,0,True,F-57,0,0.15
2,1481,Mucosa,0,True,F007,0,0.15
65,2131,Dysplasia,0,True,G061,1,0.15
1,602,Dysplasia,0,True,A002C207,0,0.15
6,2749,Dysplasia,0,True,F076B,0,0.15
8,337,Mucosa,0,True,F-57,0,0.15
1,817,Dysplasia,0,True,F092,0,0.15
9,129,Mucosa,0,True,G6B,0,0.15
1,1588,Mucosa,0,True,G061,1,0.15
7,2826,Dysplasia,0,True,A002C203,0,0.15
85,1259,Benign,0,True,G31,0,0.15
67,2246,Mucosa,0,True,A002C010,0,0.15
1,182,Mucosa,0,True,G63,1,0.15
131,2762,Dysplasia,0,True,G061,1,0.15
8,697,Dysplasia,0,True,A002C116,0,0.15
8,1442,Dysplasia,0,True,F008,1,0.15
8,359,Mucosa,0,True,G63,0,0.15
7,2791,Dysplasia,0,True,A002C204,0,0.15
8,1353,Dysplasia,0,True,A002C019,1,0.15
1,2516,Dysplasia,0,True,A002C204,0,0.15
3,3099,Mucosa,0,True,G005,0,0.15
4,754,Mucosa,0,True,F063,0,0.15
6,3940,Mucosa,0,True,G044,0,0.15
3,1435,Mucosa,0,True,F007,0,0.15
2,1656,Mucosa,0,True,A002C010,0,0.15
84,2608,Dysplasia,0,True,G061,1,0.15
3,284,Dysplasia,0,True,G61B,0,0.15
3,3113,Mucosa,0,True,G005,0,0.15
6,1273,Dysplasia,0,True,F008,1,0.15
2,81,Mucosa,0,True,G6B,0,0.15
6,1734,Mucosa,0,True,G025,0,0.15
20,3429,Dysplasia,0,True,G024,1,0.15
4,131,Benign,0,True,F-31,0,0.15
3,1783,Dysplasia,0,True,G025,0,0.15
9,170,Dysplasia,0,True,F-26,0,0.15
5,1728,Dysplasia,0,True,A002C010,0,0.15
21,2793,Benign,2,True,A001C102,1,0.15
1,154,Mucosa,0,True,G38,1,0.15
67,676,Mucosa,0,True,A001C004,0,0.15
20,3085,Dysplasia,0,True,A002C016,0,0.15
6,244,Mucosa,0,True,A001C004,0,0.15
1,602,Dysplasia,0,True,A002C207,0,0.15
8,697,Dysplasia,0,True,A002C116,0,0.15
9,1514,Dysplasia,0,True,F061,0,0.15
18,3059,Dysplasia,0,True,G024,1,0.15
6,1892,Dysplasia,0,True,F002,1,0.15
67,2072,Dysplasia,0,True,F061,0,0.15
81,2276,Dysplasia,0,True,F008,1,0.15
84,1203,Benign,0,True,G9,0,0.15
5,179,Mucosa,0,True,G63,0,0.15
11,1414,Dysplasia,1,True,F063,0,0.15
8,1190,Dysplasia,0,True,F098,0,0.15
9,2639,Dysplasia,0,True,F076B,0,0.15
1,108,Mucosa,0,True,F-26,0,0.15
1,255,Benign,0,True,F-57,0,0.15
8,368,Benign,0,True,F-57,0,0.15
20,1045,Dysplasia,1,True,A001C004,0,0.15
11,3323,Dysplasia,0,True,F076B,0,0.15
4,243,Mucosa,0,True,G31,0,0.15
9,2133,Dysplasia,0,True,A002C202,0,0.15
2,1545,Mucosa,0,True,G061,1,0.15
67,671,Dysplasia,0,True,G6B,0,0.15
1,281,Mucosa,0,True,F-6,0,0.15
84,3150,Dysplasia,0,True,A002C202,0,0.15
1,1452,Dysplasia,0,True,F061,0,0.15
8,2368,Dysplasia,0,True,A002C016,0,0.15
2,138,Mucosa,0,True,F-26,0,0.15
7,1689,Dysplasia,0,True,A002C010,0,0.15
84,3533,Dysplasia,0,True,G024,1,0.15
4,844,Mucosa,0,True,G3,0,0.15
8,2693,Dysplasia,0,True,F074B,0,0.15
3,2100,Mucosa,0,True,F072B,0,0.15
11,1215,Dysplasia,1,True,A002C116,0,0.15
1,159,Mucosa,0,True,G61B,0,0.15
6,1847,Mucosa,0,True,G025,0,0.15
131,1897,Dysplasia,1,True,F063,0,0.15
4,2231,Dysplasia,0,True,F037,1,0.15
5,2482,Dysplasia,0,True,F074B,0,0.15
3,2094,Mucosa,0,True,A002C016,0,0.15
9,1886,Mucosa,0,True,A001C102,1,0.15
9,2597,Dysplasia,0,True,F073B,0,0.15
1,1777,Mucosa,0,True,F002,1,0.15
82,3212,Dysplasia,0,True,F037,1,0.15
2,81,Mucosa,0,True,G6B,0,0.15
1,2365,Mucosa,0,True,F080B,1,0.15
9,177,Mucosa,0,True,G63,0,0.15
83,2542,Dysplasia,0,True,F061,0,0.15
1,2057,Mucosa,0,True,A002C202,0,0.15
1,1452,Dysplasia,0,True,F061,0,0.15
4,3966,Dysplasia,0,True,G044,0,0.15
1,630,Mucosa,0,True,G051,1,0.15
3,3849,Mucosa,0,True,G044,0,0.15
2,1228,Mucosa,0,True,F008,1,0.15
4,640,Mucosa,0,True,G051,0,0.15
3,437,Mucosa,0,True,A002C116,0,0.15
20,3753,Dysplasia,0,True,A002C203,0,0.15
4,3192,Dysplasia,0,True,G005,0,0.15
1,4027,Mucosa,0,True,G044,0,0.15
13,2048,Mucosa,0,True,A014C001,1,0.15
4,3042,Dysplasia,0,True,G043,1,0.15
2,682,Mucosa,0,True,F063,0,0.15
6,1298,Dysplasia,0,True,A002C019,1,0.15
1,51,Mucosa,0,True,G6B,0,0.15
13,3263,Dysplasia,0,True,A002C204,0,0.15
13,2843,Dysplasia,0,True,A002C016,0,0.15
1,520,Mucosa,0,True,A002C116,1,0.15
18,1059,Dysplasia,1,True,A002C207,0,0.15
20,1852,Dysplasia,1,True,A002C107,0,0.15
1,2460,Mucosa,0,True,F080B,0,0.15
4,1238,Dysplasia,0,True,A002C103,0,0.15
8,362,Benign,0,True,G38,0,0.15
1,148,Mucosa,0,True,G69,1,0.15
4,2375,Dysplasia,0,True,F080B,0,0.15
3,150,Mucosa,0,True,G31,0,0.15
4,158,Mucosa,0,True,A001C004,0,0.15
6,2749,Dysplasia,0,True,F076B,0,0.15
4,285,Dysplasia,0,True,F-6,0,0.15
4,333,Dysplasia,0,True,F-6,0,0.15
11,2277,Dysplasia,0,True,G061,1,0.15
9,2480,Dysplasia,0,True,F074B,0,0.15
1,1271,Mucosa,0,True,F008,1,0.15
1,255,Benign,0,True,F-57,0,0.15
67,676,Mucosa,0,True,A001C004,0,0.15
7,515,Dysplasia,0,True,A002C207,0,0.15
6,1323,Mucosa,0,True,G062,0,0.15
6,1703,Mucosa,0,True,G061,1,0.15
64,2278,Dysplasia,0,True,G025,0,0.15
20,1806,Dysplasia,1,True,F092,0,0.15
5,2158,Dysplasia,0,True,A002C202,0,0.15
13,1200,Dysplasia,0,True,A002C116,0,0.15
75,3179,Dysplasia,0,True,F072B,0,0.15
13,3862,Mucosa,0,True,G005,0,0.15
6,892,Dysplasia,0,True,F092,0,0.15
1,1019,Mucosa,0,True,F098,0,0.15
8,3007,Dysplasia,0,True,G004,1,0.15
8,1727,Dysplasia,0,True,F061,0,0.15
13,1610,Dysplasia,0,True,A002C107,0,0.15
