init_clonal,total_muts,stage,final_clonal,is_poly,starting_sample,n_APC,mix_frac
76,2583,Mucosa,0,True,A002C202,0,0.6
41,4165,Mucosa,0,True,G9,1,0.6
8,7439,Mucosa,0,True,G025,0,0.6
14,3153,Dysplasia,0,True,A002C016,0,0.6
17,3625,Dysplasia,0,True,F092,0,0.6
62,2196,Dysplasia,0,True,A001C004,1,0.6
17,3451,Dysplasia,0,True,F063,0,0.6
18,1458,Benign,0,True,F-31,0,0.6
7,3218,Dysplasia,0,True,F037,1,0.6
5,1924,Dysplasia,0,True,A002C207,0,0.6
8,4595,Mucosa,0,True,G043,1,0.6
41,3565,Mucosa,4,True,G024,1,0.6
94,4216,Dysplasia,0,True,F-6,0,0.6
165,1720,Mucosa,0,True,G61B,1,0.6
7,3236,Dysplasia,0,True,F037,1,0.6
60,2290,Dysplasia,0,True,A001C004,1,0.6
76,2726,Dysplasia,0,True,A002C202,0,0.6
17,3549,Mucosa,0,True,F092,0,0.6
24,2741,Dysplasia,0,True,F008,1,0.6
92,6992,Mucosa,0,True,G044,0,0.6
321,2758,Mucosa,0,True,G6B,0,0.6
7,2757,Dysplasia,0,True,A002C103,0,0.6
90,7731,Mucosa,0,True,A002C204,0,0.6
18,1458,Benign,0,True,F-31,0,0.6
5,6776,Mucosa,0,True,G062,0,0.6
90,7741,Dysplasia,0,True,A002C204,0,0.6
90,7737,Dysplasia,0,True,A002C204,0,0.6
52,4555,Dysplasia,0,True,F076B,0,0.6
3,5291,Dysplasia,0,True,F007,0,0.6
43,3240,Mucosa,0,True,A014C001,1,0.6
20,4209,Mucosa,0,True,A002C019,1,0.6
61,5628,Dysplasia,0,True,F074B,0,0.6
41,3577,Mucosa,4,True,G024,1,0.6
8,7438,Mucosa,0,True,G025,0,0.6
626,3504,Benign,41,True,G3,0,0.6
25,2384,Mucosa,0,True,F-26,0,0.6
5,6752,Mucosa,0,True,G062,0,0.6
76,2562,Mucosa,0,True,A002C202,0,0.6
28,1344,Benign,0,True,G69,0,0.6
43,3249,Mucosa,0,True,A014C001,1,0.6
90,7748,Mucosa,0,True,A002C204,0,0.6
9,2619,Dysplasia,0,True,A002C107,0,0.6
106,6512,Dysplasia,0,True,F088B,1,0.6
2,5570,Dysplasia,0,True,F002,1,0.6
8,4814,Dysplasia,0,True,G043,1,0.6
199,4851,Mucosa,0,True,G004,1,0.6
7,2800,Dysplasia,0,True,A002C103,0,0.6
106,6780,Dysplasia,0,True,F088B,1,0.6
7,2754,Mucosa,0,True,A002C103,0,0.6
93,7744,Dysplasia,0,True,A002C204,0,0.6
92,7019,Mucosa,0,True,G044,0,0.6
92,7737,Dysplasia,0,True,A002C204,0,0.6
3,5712,Dysplasia,0,True,F007,0,0.6
76,2686,Mucosa,0,True,A002C202,0,0.6
2,5147,Mucosa,0,True,F002,1,0.6
11,3585,Dysplasia,0,True,A002C016,0,0.6
8,4530,Mucosa,0,True,G043,1,0.6
17,3561,Mucosa,0,True,F092,0,0.6
36,1947,Benign,0,True,G38,1,0.6
212,4035,Mucosa,0,True,F080B,0,0.6
2,5141,Dysplasia,0,True,F002,1,0.6
92,6999,Mucosa,0,True,G044,0,0.6
92,7034,Dysplasia,0,True,G044,0,0.6
18,1467,Benign,0,True,F-31,0,0.6
2,5172,Dysplasia,0,True,F002,1,0.6
28,2811,Mucosa,0,True,F098,0,0.6
60,2150,Dysplasia,0,True,A001C004,1,0.6
269,3339,Mucosa,0,True,G061,1,0.6
8,4698,Dysplasia,0,True,G043,1,0.6
2,2200,Dysplasia,0,True,A002C207,0,0.6
12,3984,Dysplasia,0,True,F061,0,0.6
68,2903,Benign,0,True,G31,0,0.6
2,5262,Dysplasia,0,True,F002,1,0.6
17,3198,Mucosa,0,True,F063,0,0.6
28,2787,Mucosa,0,True,F098,0,0.6
18,1461,Benign,0,True,F-31,0,0.6
18,1458,Benign,0,True,F-31,0,0.6
7,2845,Dysplasia,0,True,A002C107,0,0.6
39,1839,Benign,0,True,G38,1,0.6
24,2725,Dysplasia,0,True,F008,1,0.6
94,4209,Mucosa,0,True,F-6,0,0.6
3,5310,Dysplasia,0,True,F007,0,0.6
165,1685,Mucosa,0,True,G61B,1,0.6
2,5141,Dysplasia,0,True,F002,1,0.6
77,5900,Mucosa,0,True,G005,0,0.6
12,1613,Mucosa,0,True,F-57,1,0.6
7,3225,Mucosa,0,True,F037,1,0.6
90,7737,Dysplasia,0,True,A002C204,0,0.6
52,4547,Dysplasia,0,True,F076B,0,0.6
2,2148,Dysplasia,0,True,A002C207,0,0.6
2,1941,Mucosa,0,True,A002C207,0,0.6
16,2271,Dysplasia,0,True,A002C116,1,0.6
