init_clonal,total_muts,stage,final_clonal,is_poly,starting_sample,n_APC,mix_frac
1005,3070,Mucosa,83,False,G6B,0,0.75
500,5018,Dysplasia,0,True,F-6,0,0.75
110,7618,Mucosa,0,True,G062,0,0.75
71,4664,Benign,1,True,A001C102,1,0.75
420,3206,Dysplasia,4,True,F008,1,0.75
151,4277,Dysplasia,1,True,F061,0,0.75
47,2586,Dysplasia,0,True,A002C207,0,0.75
315,3258,Dysplasia,0,True,F098,0,0.75
151,4279,Mucosa,1,True,F061,0,0.75
957,3731,Dysplasia,578,False,G061,1,0.75
198,3920,Mucosa,0,True,F092,0,0.75
154,4726,Dysplasia,3,True,G043,1,0.75
122,1886,Benign,0,True,F-31,0,0.75
957,3734,Mucosa,578,False,G061,1,0.75
690,5624,Dysplasia,14,True,F074B,0,0.75
955,6978,Dysplasia,85,False,F088B,1,0.75
1010,8311,Dysplasia,94,False,A002C204,0,0.75
1011,8226,Dysplasia,94,False,A002C204,0,0.75
535,1979,Mucosa,115,False,G61B,1,0.75
190,3614,Mucosa,0,True,F063,0,0.75
1005,3067,Dysplasia,83,False,G6B,0,0.75
535,1985,Mucosa,115,False,G61B,1,0.75
1203,4297,Dysplasia,386,False,F080B,0,0.75
310,3223,Dysplasia,0,True,F098,0,0.75
154,4681,Dysplasia,3,True,G043,1,0.75
535,2004,Dysplasia,104,False,G61B,1,0.75
883,3478,Dysplasia,266,False,F073B,0,0.75
1210,4035,Benign,959,False,G3,0,0.75
190,3614,Mucosa,0,True,F063,0,0.75
420,3022,Dysplasia,4,True,F008,1,0.75
690,5622,Dysplasia,14,True,F074B,0,0.75
202,2378,Benign,0,True,G38,1,0.75
866,2682,Dysplasia,414,False,A002C202,0,0.75
1639,4686,Dysplasia,1315,False,A002C203,0,0.75
169,1911,Benign,0,True,G69,0,0.75
1047,7404,Dysplasia,71,False,G044,0,0.75
250,3047,Mucosa,0,True,A001C004,1,0.75
754,3840,Dysplasia,365,False,A002C010,0,0.75
1210,3846,Mucosa,959,False,G3,0,0.75
754,3831,Dysplasia,36,True,G024,1,0.75
863,2686,Mucosa,411,False,A002C202,0,0.75
310,3214,Dysplasia,0,True,F098,0,0.75
1203,4289,Mucosa,386,False,F080B,0,0.75
58,5506,Dysplasia,0,True,F002,1,0.75
165,5776,Dysplasia,2,True,F072B,0,0.75
1005,3257,Mucosa,0,True,G6B,0,0.75
216,4963,Mucosa,0,True,G9,1,0.75
883,3474,Mucosa,266,False,F073B,0,0.75
47,2622,Dysplasia,0,True,A002C207,0,0.75
216,5044,Benign,0,True,G9,1,0.75
198,3092,Mucosa,0,True,F-26,0,0.75
62,3107,Dysplasia,0,True,A002C107,0,0.75
863,2680,Dysplasia,411,False,A002C202,0,0.75
316,3197,Benign,0,True,G63,0,0.75
535,1975,Mucosa,115,False,G61B,1,0.75
500,5024,Mucosa,0,True,F-6,0,0.75
134,3453,Dysplasia,0,True,F037,1,0.75
100,2073,Mucosa,0,True,F-57,1,0.75
198,3925,Mucosa,0,True,F092,0,0.75
165,5773,Dysplasia,2,True,F072B,0,0.75
1210,3847,Mucosa,959,False,G3,0,0.75
136,2638,Dysplasia,0,True,A002C116,1,0.75
316,3278,Benign,0,True,G63,0,0.75
957,3732,Mucosa,578,False,G061,1,0.75
230,3139,Dysplasia,0,True,F-26,0,0.75
1010,8227,Mucosa,94,False,A002C204,0,0.75
244,3624,Benign,0,True,G31,0,0.75
316,3194,Mucosa,0,True,G63,0,0.75
64,4657,Benign,0,True,A001C102,1,0.75
702,5637,Dysplasia,22,True,F074B,0,0.75
883,3557,Dysplasia,240,False,F073B,0,0.75
889,3507,Dysplasia,269,False,F073B,0,0.75
217,4996,Benign,0,True,G9,1,0.75
250,3051,Dysplasia,0,True,A001C004,1,0.75
122,1879,Benign,0,True,F-31,0,0.75
1210,3844,Benign,959,False,G3,0,0.75
135,2827,Dysplasia,0,True,A002C116,1,0.75
227,3473,Dysplasia,2,True,A002C016,0,0.75
386,7888,Mucosa,0,True,G025,0,0.75
216,4960,Mucosa,0,True,G9,1,0.75
133,3366,Dysplasia,0,True,F037,1,0.75
189,4635,Mucosa,0,True,G051,0,0.75
1005,3075,Mucosa,83,False,G6B,0,0.75
316,3194,Benign,0,True,G63,0,0.75
122,1881,Benign,0,True,F-31,0,0.75
1048,7418,Dysplasia,71,False,G044,0,0.75
883,3482,Dysplasia,266,False,F073B,0,0.75
154,4763,Dysplasia,3,True,G043,1,0.75
135,3392,Dysplasia,0,True,F037,1,0.75
866,2682,Dysplasia,414,False,A002C202,0,0.75
190,3620,Dysplasia,0,True,F063,0,0.75
1474,4966,Dysplasia,340,False,G004,1,0.75
165,5773,Dysplasia,2,True,F072B,0,0.75
386,7885,Dysplasia,0,True,G025,0,0.75
199,2371,Benign,0,True,G38,1,0.75
62,3194,Dysplasia,0,True,A002C107,0,0.75
1471,4974,Mucosa,211,False,G004,1,0.75
122,1885,Benign,0,True,F-31,0,0.75
